3001;42.194102
3002;47.937719
3003;43.846641
3004;50.232702
3005;40.895236
3006;43.919216
3007;39.937381
3008;48.355976
3009;44.865566
3010;44.152261
3011;37.514792
3012;32.892497
3013;42.285690
3014;37.964461
3015;41.758950
3016;38.472382
3017;46.277516
3018;40.282401
3019;0.968121
3020;40.977154
3021;37.321714
3022;44.454512
3023;39.520288
3024;47.396788
3025;43.397892
3026;32.885882
3027;42.656821
3028;39.247902
3029;45.384222
3030;40.599885
3031;36.822152
3032;40.983529
3033;45.380013
3034;36.377196
3035;42.604724
3036;42.583810
3037;48.894559
3038;44.276728
3039;37.461210
3040;50.392687
3041;43.788803
3042;37.593628
3043;42.522862
3044;41.900379
3045;37.395486
3046;49.037869
3047;38.869830
3048;35.539661
3049;3.013688
3050;48.426886
3051;40.050320
3052;39.175569
3053;44.914565
3054;42.647691
3055;41.389202
3056;45.087845
3057;46.495274
3058;38.791028
3059;36.722750
3060;48.981865
3061;41.814115
3062;37.585438
3063;28.718286
3064;49.209698
3065;44.434863
3066;37.186025
3067;42.119051
3068;46.699870
3069;46.427102
3070;43.631460
3071;32.723646
3072;30.799249
3073;49.140621
3074;41.642927
3075;40.841207
3076;39.471187
3077;38.628251
3078;47.757130
3079;41.069358
3080;41.606471
3081;39.350446
3082;42.547777
3083;32.504646
3084;43.841131
3085;47.187089
3086;47.200090
3087;43.414440
3088;39.079961
3089;40.060675
3090;45.556030
3091;48.215646
3092;37.718090
3093;40.887742
3094;39.736771
3095;37.628223
3096;34.706679
3097;35.206970
3098;37.697631
3099;52.186142
3100;48.515071
3101;44.427146
3102;49.553856
3103;40.472918
3104;40.020315
3105;36.438793
3106;42.686503
3107;41.950496
3108;38.416700
3109;33.088079
3110;36.117802
3111;49.566607
3112;49.212674
3113;46.674515
3114;42.918877
3115;43.860491
3116;44.253014
3117;44.890520
3118;46.558672
3119;43.478926
3120;38.790296
3121;39.221617
3122;40.380731
3123;42.723864
3124;38.919740
3125;46.951159
3126;41.039907
3127;38.189608
3128;40.286850
3129;44.328490
3130;44.086435
3131;44.577241
3132;40.502781
3133;47.420890
3134;44.877166
3135;46.033913
3136;41.640225
3137;42.436625
3138;48.885042
3139;47.526212
3140;46.700322
3141;37.907083
3142;37.852266
3143;38.149480
3144;32.345926
3145;37.505289
3146;43.210521
3147;37.362550
3148;42.842031
3149;42.447465
3150;44.890115
3151;46.875821
3152;45.727101
3153;35.763947
3154;38.520525
3155;36.158511
3156;39.779220
3157;43.648135
3158;46.067137
3159;44.973932
3160;46.894807
3161;30.401340
3162;41.509870
3163;40.026025
3164;41.279516
3165;40.934418
3166;43.156989
3167;50.238863
3168;33.520628
3169;36.741236
3170;41.803225
3171;39.155010
3172;44.093378
3173;47.569040
3174;42.167740
3175;40.170410
3176;37.673749
3177;40.213943
3178;50.197614
3179;31.608509
3180;34.074545
3181;38.210825
3182;41.749504
3183;43.235321
3184;30.838365
3185;42.638745
3186;47.853803
3187;47.433973
3188;46.879327
3189;36.734043
3190;40.596067
3191;45.157227
3192;49.997151
3193;41.258524
3194;40.770988
3195;43.430610
3196;46.586348
3197;36.539241
3198;40.282644
3199;42.878506
3200;25.173635
3201;41.062513
3202;43.295223
3203;47.358717
3204;31.190343
3205;39.821090
3206;42.842342
3207;33.366811
3208;42.163706
3209;43.454002
3210;38.214917
3211;39.620196
3212;46.086030
3213;43.295260
3214;38.881720
3215;46.792862
3216;49.886612
3217;32.066585
3218;42.298732
3219;46.548855
3220;41.557003
3221;42.870227
3222;31.866716
3223;41.248525
3224;50.692694
3225;28.274522
3226;41.983092
3227;45.046265
3228;40.842979
3229;44.276853
3230;46.443897
3231;40.780890
3232;47.703191
3233;34.920226
3234;38.898235
3235;48.598048
3236;45.806975
3237;44.219940
3238;42.038672
3239;44.314732
3240;48.053859
3241;41.396337
3242;43.998340
3243;45.321004
3244;45.649521
3245;26.819767
3246;42.299481
3247;49.918371
3248;41.184157
3249;44.928560
3250;43.268884
3251;47.185910
3252;42.918916
3253;44.904362
3254;38.470171
3255;43.306741
3256;31.606265
3257;40.026750
3258;26.402976
3259;44.198352
3260;8.589712
3261;44.238502
3262;47.480779
3263;41.330658
3264;45.358162
3265;41.685120
3266;48.333524
3267;45.857672
3268;1.344926
3269;41.539779
3270;33.047888
3271;44.285893
3272;27.936576
3273;45.924004
3274;35.781520
3275;41.693493
3276;34.745092
3277;45.401608
3278;37.584817
3279;45.753512
3280;39.765341
3281;48.737526
3282;43.864165
3283;34.867734
3284;44.770223
3285;42.697941
3286;45.499465
3287;38.106293
3288;49.728643
3289;43.397582
3290;40.492584
3291;47.102219
3292;34.542601
3293;47.447050
3294;42.084839
3295;33.768995
3296;47.209772
3297;39.151023
3298;48.300020
3299;39.076121
3300;40.161016
3301;43.184819
3302;38.247270
3303;46.011452
3304;47.655136
3305;31.924421
3306;45.976414
3307;41.088046
3308;30.154266
3309;42.760193
3310;39.497988
3311;37.342331
3312;45.717358
3313;37.519155
3314;35.586565
3315;45.829524
3316;40.207296
3317;41.401392
3318;49.442373
3319;44.412501
3320;38.697994
3321;51.590071
3322;43.451194
3323;39.996274
3324;50.351755
3325;38.015044
3326;38.520140
3327;34.475414
3328;45.216293
3329;41.040049
3330;41.466234
3331;47.276633
3332;42.171296
3333;30.253635
3334;32.333997
3335;44.504382
3336;43.480761
3337;38.878328
3338;50.463319
3339;44.281241
3340;44.427090
3341;37.503060
3342;46.433560
3343;46.700073
3344;41.391877
3345;40.820556
3346;48.772858
3347;44.449852
3348;43.150957
3349;39.158482
3350;31.812197
3351;49.746002
3352;48.916980
3353;39.360194
3354;41.929667
3355;39.534443
3356;50.678305
3357;42.442408
3358;39.246329
3359;37.934637
3360;25.627744
3361;43.602736
3362;41.272059
3363;37.721307
3364;30.260605
3365;41.531398
3366;51.761356
3367;43.923602
3368;42.696301
3369;40.109710
3370;37.472927
3371;40.162823
3372;45.852620
3373;45.900702
3374;45.287326
3375;38.701998
3376;36.994755
3377;45.081192
3378;19.359884
3379;47.050941
3380;42.745840
3381;45.446672
3382;36.238755
3383;38.154030
3384;42.493071
3385;33.351800
3386;23.109623
3387;46.824965
3388;51.100791
3389;46.897892
3390;48.877249
3391;40.226781
3392;41.145570
3393;39.227222
3394;39.117682
3395;39.627415
3396;36.547815
3397;33.609341
3398;48.053575
3399;45.531589
3400;45.521607
3401;45.013215
3402;40.453084
3403;43.483822
3404;43.136614
3405;39.467261
3406;44.251533
3407;40.641258
3408;40.993641
3409;43.535251
3410;40.161530
3411;38.273558
3412;36.154811
3413;35.099844
3414;31.917797
3415;39.811417
3416;30.512072
3417;36.188646
3418;36.778515
3419;35.231020
3420;30.297658
3421;27.066961
3422;40.403126
3423;35.881135
3424;26.479703
3425;5.221341
3426;34.146562
3427;36.704646
3428;23.125605
3429;34.171329
3430;39.248080
3431;31.193396
3432;21.779041
3433;39.522298
3434;30.898927
3435;42.514041
3436;36.436511
3437;39.167610
3438;43.540844
3439;41.745111
3440;38.719658
3441;39.275870
3442;40.753255
3443;44.009137
3444;42.527889
3445;43.432630
3446;41.453140
3447;48.261598
3448;47.460758
3449;52.882616
3450;37.191147
3451;38.389956
3452;33.110393
3453;39.458591
3454;42.457762
3455;36.834751
3456;42.298569
3457;41.416476
3458;47.456645
3459;48.946178
3460;50.262360
3461;36.534013
3462;28.613476
3463;36.173361
3464;39.039389
3465;40.556727
3466;47.583979
3467;43.816539
3468;48.081125
3469;51.178334
3470;46.704640
3471;37.681392
3472;37.332824
3473;41.123528
3474;47.623695
3475;49.035904
3476;50.195677
3477;37.653378
3478;37.997543
3479;37.507673
3480;40.376926
3481;46.154116
3482;48.678046
3483;36.224415
3484;39.928250
3485;39.519766
3486;40.459014
3487;49.150207
3488;52.405717
3489;43.712408
3490;37.736148
3491;37.955868
3492;48.088049
3493;48.708000
3494;40.389853
3495;42.753125
3496;36.504837
3497;43.935888
3498;51.353162
3499;41.234987
3500;41.047940
3501;40.290838
3502;47.173390
3503;23.036400
3504;38.881129
3505;42.058831
3506;48.338255
3507;49.324126
3508;40.350445
3509;38.505533
3510;42.253791
3511;46.172202
3512;36.088191
3513;43.782460
3514;42.740853
3515;45.897297
3516;36.040876
3517;37.452826
3518;51.089867
3519;50.294288
3520;39.791950
3521;43.451974
3522;47.860651
3523;32.719168
3524;36.323894
3525;40.910188
3526;49.579006
3527;40.239475
3528;40.303670
3529;42.572066
3530;20.932445
3531;40.792146
3532;44.724322
3533;48.951083
3534;38.486761
3535;43.758695
3536;47.500608
3537;38.540181
3538;38.521812
3539;46.570080
3540;41.656534
3541;42.452186
3542;46.157345
3543;34.014071
3544;42.070832
3545;49.176764
3546;38.644912
3547;44.462554
3548;50.430979
3549;38.143511
3550;37.391476
3551;48.560231
3552;37.361546
3553;45.213697
3554;48.281398
3555;39.655039
3556;46.296047
3557;28.134880
3558;41.585209
3559;48.125849
3560;35.748301
3561;39.748459
3562;51.732926
3563;39.878372
3564;44.325020
3565;35.988580
3566;41.318218
3567;52.107815
3568;37.704143
3569;43.099535
3570;27.996913
3571;41.355112
3572;49.527382
3573;39.846168
3574;46.782592
3575;38.577666
3576;44.234128
3577;52.836196
3578;39.172794
3579;51.817950
3580;37.437039
3581;46.041595
3582;31.716402
3583;42.925404
3584;49.341192
3585;36.804095
3586;42.427685
3587;29.984477
3588;49.996214
3589;34.409872
3590;51.950172
3591;39.733262
3592;44.270822
3593;51.047075
3594;42.088885
3595;43.821284
3596;41.415511
3597;42.307240
3598;42.471865
3599;49.812403
3600;38.313029
3601;49.375224
3602;38.779821
3603;47.644504
3604;34.944134
3605;54.834660
3606;38.900396
3607;43.388161
3608;31.894730
3609;41.545104
3610;39.744197
3611;46.979940
3612;36.354763
3613;46.469633
3614;36.586700
3615;47.816523
3616;34.495661
3617;44.728999
3618;36.605830
3619;52.596063
3620;38.029389
3621;50.297096
3622;39.242030
3623;48.708748
3624;38.967736
3625;28.770971
3626;43.213264
3627;27.320168
3628;41.930989
3629;32.261249
3630;46.509987
3631;35.689565
3632;46.910066
3633;40.170605
3634;47.618697
3635;45.423784
3636;32.680816
3637;47.080315
3638;44.712340
3639;49.547468
3640;37.571224
3641;54.288775
3642;44.485677
3643;24.246854
3644;44.218264
3645;38.790791
3646;51.431966
3647;48.149759
3648;38.226693
3649;44.406576
3650;36.958254
3651;46.800515
3652;38.830040
3653;30.052239
3654;45.648794
3655;37.885482
3656;50.715517
3657;43.417556
3658;35.610093
3659;50.345496
3660;38.421606
3661;28.768505
3662;44.664303
3663;36.422655
3664;51.612953
3665;42.131064
3666;33.841006
3667;49.725071
3668;40.763552
3669;33.766980
3670;49.386177
3671;42.061650
3672;33.367863
